1,238,238,238,238,238,238,238,238,238,238,238,238,238,238
2,114,114,114,114,114,114,114,114,114,114,114,114,114,114
3,76,76,76,76,76,76,76,76,76,76,76,76,76,76
4,129,129,129,129,129,129,129,129,129,129,129,129,129,129
5,78,78,78,78,78,78,78,78,78,78,78,78,78,78
6,59,59,59,59,59,59,59,59,59,59,59,59,59,59
7,143,143,143,143,143,143,143,143,143,143,143,143,143,143
8,81,81,81,81,81,81,81,81,81,81,81,81,81,81
9,182,182,182,182,182,182,182,182,182,182,182,182,182,182
10,45,45,45,45,45,45,45,45,45,45,45,45,45,45
11,53,53,53,53,53,53,53,53,53,53,53,53,53,53
12,65,65,65,65,65,65,65,65,65,65,65,65,65,65
13,154,154,154,154,154,154,154,154,154,154,154,154,154,154
14,68,68,68,68,68,68,68,68,68,68,68,68,68,68
15,114,114,114,114,114,114,114,114,114,114,114,114,114,114
16,66,66,66,66,66,66,66,66,66,66,66,66,66,66
17,77,77,77,77,77,77,77,77,77,77,77,77,77,77
18,64,64,64,64,64,64,64,64,64,64,64,64,64,64
19,152,152,152,152,152,152,152,152,152,152,152,152,152,152
20,99,99,99,99,99,99,99,99,99,99,99,99,99,99
21,83,83,83,83,83,83,83,83,83,83,83,83,83,83
22,70,70,70,70,70,70,70,70,70,70,70,70,70,70
23,110,110,110,110,110,110,110,110,110,110,110,110,110,110
24,72,72,72,72,72,72,72,72,72,72,72,72,72,72
25,96,96,96,96,96,96,96,96,96,96,96,96,96,96
26,59,59,59,59,59,59,59,59,59,59,59,59,59,59
27,62,62,62,62,62,62,62,62,62,62,62,62,62,62
28,54,54,54,54,54,54,54,54,54,54,54,54,54,54
29,68,68,68,68,68,68,68,68,68,68,68,68,68,68
30,56,56,56,56,56,56,56,56,56,56,56,56,56,56
31,403,403,403,403,403,403,403,403,403,403,403,403,403,403
32,301,301,301,301,301,301,301,301,301,301,301,301,301,301
33,63,63,63,63,63,63,63,63,63,63,63,63,63,63
34,294,294,294,294,294,294,294,294,294,294,294,294,294,294
35,171,171,171,171,171,171,171,171,171,171,171,171,171,171
36,56,56,56,56,56,56,56,56,56,56,56,56,56,56
37,139,139,139,139,139,139,139,139,139,139,139,139,139,139
38,65,65,65,65,65,65,65,65,65,65,65,65,65,65
39,128,128,128,128,128,128,128,128,128,128,128,128,128,128
40,91,91,91,91,91,91,91,91,91,91,91,91,91,91
41,171,171,171,171,171,171,171,171,171,171,171,171,171,171
42,65,65,65,65,65,65,65,65,65,65,65,65,65,65
43,83,83,83,83,83,83,83,83,83,83,83,83,83,83
44,49,49,49,49,49,49,49,49,49,49,49,49,49,49
45,51,51,51,51,51,51,51,51,51,51,51,51,51,51
46,125,125,125,125,125,125,125,125,125,125,125,125,125,125
47,109,109,109,109,109,109,109,109,109,109,109,109,109,109
48,443,443,443,443,443,443,443,443,443,443,443,443,443,443
49,375,375,375,375,375,375,375,375,375,375,375,375,375,375
50,66,66,66,66,66,66,66,66,66,66,66,66,66,66
51,53,53,53,53,53,53,53,53,53,53,53,53,53,53
52,70,70,70,70,70,70,70,70,70,70,70,70,70,70
53,148,148,148,148,148,148,148,148,148,148,148,148,148,148
54,231,231,231,231,231,231,231,231,231,231,231,231,231,231
55,281,281,281,281,281,281,281,281,281,281,281,281,281,281
56,59,59,59,59,59,59,59,59,59,59,59,59,59,59
57,182,182,182,182,182,182,182,182,182,182,182,182,182,182
58,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294
59,164,164,164,164,164,164,164,164,164,164,164,164,164,164
60,92,92,92,92,92,92,92,92,92,92,92,92,92,92
61,62,62,62,62,62,62,62,62,62,62,62,62,62,62
62,90,90,90,90,90,90,90,90,90,90,90,90,90,90
63,235,235,235,235,235,235,235,235,235,235,235,235,235,235
64,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,349,349,349,349,349,349,349,349,349,349,349,349,349,349
66,53,53,53,53,53,53,53,53,53,53,53,53,53,53
67,96,96,96,96,96,96,96,96,96,96,96,96,96,96
68,54,54,54,54,54,54,54,54,54,54,54,54,54,54
69,88,88,88,88,88,88,88,88,88,88,88,88,88,88
70,56,56,56,56,56,56,56,56,56,56,56,56,56,56
71,90,90,90,90,90,90,90,90,90,90,90,90,90,90
72,372,372,372,372,372,372,372,372,372,372,372,372,372,372
73,92,92,92,92,92,92,92,92,92,92,92,92,92,92
74,93,93,93,93,93,93,93,93,93,93,93,93,93,93
75,22,22,22,22,22,22,22,22,22,22,22,22,22,22
76,65,65,65,65,65,65,65,65,65,65,65,65,65,65
77,97,97,97,97,97,97,97,97,97,97,97,97,97,97
78,50,50,50,50,50,50,50,50,50,50,50,50,50,50
79,94,94,94,94,94,94,94,94,94,94,94,94,94,94
80,57,57,57,57,57,57,57,57,57,57,57,57,57,57
81,73,73,73,73,73,73,73,73,73,73,73,73,73,73
82,74,74,74,74,74,74,74,74,74,74,74,74,74,74
83,85,85,85,85,85,85,85,85,85,85,85,85,85,85
84,169,169,169,169,169,169,169,169,169,169,169,169,169,169
85,80,80,80,80,80,80,80,80,80,80,80,80,80,80
86,110,110,110,110,110,110,110,110,110,110,110,110,110,110
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
88,334,334,334,334,334,334,334,334,334,334,334,334,334,334
89,52,52,52,52,52,52,52,52,52,52,52,52,52,52
90,159,159,159,159,159,159,159,159,159,159,159,159,159,159
91,99,99,99,99,99,99,99,99,99,99,99,99,99,99
92,143,143,143,143,143,143,143,143,143,143,143,143,143,143
93,92,92,92,92,92,92,92,92,92,92,92,92,92,92
94,38,38,38,38,38,38,38,38,38,38,38,38,38,38
95,52,52,52,52,52,52,52,52,52,52,52,52,52,52
96,118,118,118,118,118,118,118,118,118,118,118,118,118,118
97,101,101,101,101,101,101,101,101,101,101,101,101,101,101
98,50,50,50,50,50,50,50,50,50,50,50,50,50,50
99,48,48,48,48,48,48,48,48,48,48,48,48,48,48
100,284,284,284,284,284,284,284,284,284,284,284,284,284,284
101,55,55,55,55,55,55,55,55,55,55,55,55,55,55
102,120,120,120,120,120,120,120,120,120,120,120,120,120,120
103,68,68,68,68,68,68,68,68,68,68,68,68,68,68
104,74,74,74,74,74,74,74,74,74,74,74,74,74,74
105,102,102,102,102,102,102,102,102,102,102,102,102,102,102
106,54,54,54,54,54,54,54,54,54,54,54,54,54,54
107,85,85,85,85,85,85,85,85,85,85,85,85,85,85
108,80,80,80,80,80,80,80,80,80,80,80,80,80,80
109,80,80,80,80,80,80,80,80,80,80,80,80,80,80
110,139,139,139,139,139,139,139,139,139,139,139,139,139,139
111,68,68,68,68,68,68,68,68,68,68,68,68,68,68
112,107,107,107,107,107,107,107,107,107,107,107,107,107,107
113,77,77,77,77,77,77,77,77,77,77,77,77,77,77
114,420,420,420,420,420,420,420,420,420,420,420,420,420,420
115,374,374,374,374,374,374,374,374,374,374,374,374,374,374
116,169,169,169,169,169,169,169,169,169,169,169,169,169,169
117,78,78,78,78,78,78,78,78,78,78,78,78,78,78
118,44,44,44,44,44,44,44,44,44,44,44,44,44,44
119,69,69,69,69,69,69,69,69,69,69,69,69,69,69
120,197,197,197,197,197,197,197,197,197,197,197,197,197,197
121,52,52,52,52,52,52,52,52,52,52,52,52,52,52
122,49,49,49,49,49,49,49,49,49,49,49,49,49,49
123,83,83,83,83,83,83,83,83,83,83,83,83,83,83
124,330,330,330,330,330,330,330,330,330,330,330,330,330,330
125,74,74,74,74,74,74,74,74,74,74,74,74,74,74
126,22,22,22,22,22,22,22,22,22,22,22,22,22,22
127,53,53,53,53,53,53,53,53,53,53,53,53,53,53
128,49,49,49,49,49,49,49,49,49,49,49,49,49,49
129,211,211,211,211,211,211,211,211,211,211,211,211,211,211
130,243,243,243,243,243,243,243,243,243,243,243,243,243,243
131,57,57,57,57,57,57,57,57,57,57,57,57,57,57
132,55,55,55,55,55,55,55,55,55,55,55,55,55,55
133,58,58,58,58,58,58,58,58,58,58,58,58,58,58
134,92,92,92,92,92,92,92,92,92,92,92,92,92,92
135,120,120,120,120,120,120,120,120,120,120,120,120,120,120
136,56,56,56,56,56,56,56,56,56,56,56,56,56,56
137,67,67,67,67,67,67,67,67,67,67,67,67,67,67
138,186,186,186,186,186,186,186,186,186,186,186,186,186,186
139,62,62,62,62,62,62,62,62,62,62,62,62,62,62
140,256,256,256,256,256,256,256,256,256,256,256,256,256,256
141,52,52,52,52,52,52,52,52,52,52,52,52,52,52
142,373,373,373,373,373,373,373,373,373,373,373,373,373,373
143,63,63,63,63,63,63,63,63,63,63,63,63,63,63
144,102,102,102,102,102,102,102,102,102,102,102,102,102,102
145,76,76,76,76,76,76,76,76,76,76,76,76,76,76
146,467,467,467,467,467,467,467,467,467,467,467,467,467,467
147,102,102,102,102,102,102,102,102,102,102,102,102,102,102
148,67,67,67,67,67,67,67,67,67,67,67,67,67,67
149,127,127,127,127,127,127,127,127,127,127,127,127,127,127
150,76,76,76,76,76,76,76,76,76,76,76,76,76,76
151,83,83,83,83,83,83,83,83,83,83,83,83,83,83
152,50,50,50,50,50,50,50,50,50,50,50,50,50,50
153,72,72,72,72,72,72,72,72,72,72,72,72,72,72
154,39,39,39,39,39,39,39,39,39,39,39,39,39,39
155,144,144,144,144,144,144,144,144,144,144,144,144,144,144
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156
157,70,70,70,70,70,70,70,70,70,70,70,70,70,70
158,53,53,53,53,53,53,53,53,53,53,53,53,53,53
159,74,74,74,74,74,74,74,74,74,74,74,74,74,74
160,217,217,217,217,217,217,217,217,217,217,217,217,217,217
161,56,56,56,56,56,56,56,56,56,56,56,56,56,56
162,58,58,58,58,58,58,58,58,58,58,58,58,58,58
163,46,46,46,46,46,46,46,46,46,46,46,46,46,46
164,81,81,81,81,81,81,81,81,81,81,81,81,81,81
165,86,86,86,86,86,86,86,86,86,86,86,86,86,86
166,46,46,46,46,46,46,46,46,46,46,46,46,46,46
167,102,102,102,102,102,102,102,102,102,102,102,102,102,102
168,81,81,81,81,81,81,81,81,81,81,81,81,81,81
169,58,58,58,58,58,58,58,58,58,58,58,58,58,58
170,52,52,52,52,52,52,52,52,52,52,52,52,52,52
171,172,172,172,172,172,172,172,172,172,172,172,172,172,172
172,148,148,148,148,148,148,148,148,148,148,148,148,148,148
173,147,147,147,147,147,147,147,147,147,147,147,147,147,147
174,122,122,122,122,122,122,122,122,122,122,122,122,122,122
175,81,81,81,81,81,81,81,81,81,81,81,81,81,81
176,79,79,79,79,79,79,79,79,79,79,79,79,79,79
177,84,84,84,84,84,84,84,84,84,84,84,84,84,84
178,94,94,94,94,94,94,94,94,94,94,94,94,94,94
179,62,62,62,62,62,62,62,62,62,62,62,62,62,62
180,215,215,215,215,215,215,215,215,215,215,215,215,215,215
181,77,77,77,77,77,77,77,77,77,77,77,77,77,77
182,56,56,56,56,56,56,56,56,56,56,56,56,56,56
183,174,174,174,174,174,174,174,174,174,174,174,174,174,174
184,52,52,52,52,52,52,52,52,52,52,52,52,52,52
185,66,66,66,66,66,66,66,66,66,66,66,66,66,66
186,143,143,143,143,143,143,143,143,143,143,143,143,143,143
187,97,97,97,97,97,97,97,97,97,97,97,97,97,97
188,102,102,102,102,102,102,102,102,102,102,102,102,102,102
189,425,425,425,425,425,425,425,425,425,425,425,425,425,425
190,50,50,50,50,50,50,50,50,50,50,50,50,50,50
191,52,52,52,52,52,52,52,52,52,52,52,52,52,52
192,58,58,58,58,58,58,58,58,58,58,58,58,58,58
193,101,101,101,101,101,101,101,101,101,101,101,101,101,101
194,52,52,52,52,52,52,52,52,52,52,52,52,52,52
195,55,55,55,55,55,55,55,55,55,55,55,55,55,55
196,77,77,77,77,77,77,77,77,77,77,77,77,77,77
197,51,51,51,51,51,51,51,51,51,51,51,51,51,51
198,96,96,96,96,96,96,96,96,96,96,96,96,96,96
199,117,117,117,117,117,117,117,117,117,117,117,117,117,117
200,172,172,172,172,172,172,172,172,172,172,172,172,172,172
201,58,58,58,58,58,58,58,58,58,58,58,58,58,58
202,79,79,79,79,79,79,79,79,79,79,79,79,79,79
203,377,377,377,377,377,377,377,377,377,377,377,377,377,377
204,61,61,61,61,61,61,61,61,61,61,61,61,61,61
205,86,86,86,86,86,86,86,86,86,86,86,86,86,86
206,51,51,51,51,51,51,51,51,51,51,51,51,51,51
207,61,61,61,61,61,61,61,61,61,61,61,61,61,61
208,60,60,60,60,60,60,60,60,60,60,60,60,60,60
