1,224,224,224,224,224,224,224,224,224,224,224,224,224,224
2,78,78,78,78,78,78,78,78,78,78,78,78,78,78
3,86,86,86,86,86,86,86,86,86,86,86,86,86,86
4,124,124,124,124,124,124,124,124,124,124,124,124,124,124
5,209,209,209,209,209,209,209,209,209,209,209,209,209,209
6,102,102,102,102,102,102,102,102,102,102,102,102,102,102
7,129,129,129,129,129,129,129,129,129,129,129,129,129,129
8,63,63,63,63,63,63,63,63,63,63,63,63,63,63
9,232,232,232,232,232,232,232,232,232,232,232,232,232,232
10,96,96,96,96,96,96,96,96,96,96,96,96,96,96
11,85,85,85,85,85,85,85,85,85,85,85,85,85,85
12,61,61,61,61,61,61,61,61,61,61,61,61,61,61
13,242,242,242,242,242,242,242,242,242,242,242,242,242,242
14,54,54,54,54,54,54,54,54,54,54,54,54,54,54
15,149,149,149,149,149,149,149,149,149,149,149,149,149,149
16,46,46,46,46,46,46,46,46,46,46,46,46,46,46
17,94,94,94,94,94,94,94,94,94,94,94,94,94,94
18,82,82,82,82,82,82,82,82,82,82,82,82,82,82
19,157,157,157,157,157,157,157,157,157,157,157,157,157,157
20,148,148,148,148,148,148,148,148,148,148,148,148,148,148
21,93,93,93,93,93,93,93,93,93,93,93,93,93,93
22,115,115,115,115,115,115,115,115,115,115,115,115,115,115
23,31,31,31,31,31,31,31,31,31,31,31,31,31,31
24,94,94,94,94,94,94,94,94,94,94,94,94,94,94
25,125,125,125,125,125,125,125,125,125,125,125,125,125,125
26,82,82,82,82,82,82,82,82,82,82,82,82,82,82
27,86,86,86,86,86,86,86,86,86,86,86,86,86,86
28,72,72,72,72,72,72,72,72,72,72,72,72,72,72
29,128,128,128,128,128,128,128,128,128,128,128,128,128,128
30,48,48,48,48,48,48,48,48,48,48,48,48,48,48
31,378,378,378,378,378,378,378,378,378,378,378,378,378,378
32,349,349,349,349,349,349,349,349,349,349,349,349,349,349
33,72,72,72,72,72,72,72,72,72,72,72,72,72,72
34,410,410,410,410,410,410,410,410,410,410,410,410,410,410
35,173,173,173,173,173,173,173,173,173,173,173,173,173,173
36,66,66,66,66,66,66,66,66,66,66,66,66,66,66
37,227,227,227,227,227,227,227,227,227,227,227,227,227,227
38,95,95,95,95,95,95,95,95,95,95,95,95,95,95
39,235,235,235,235,235,235,235,235,235,235,235,235,235,235
40,88,88,88,88,88,88,88,88,88,88,88,88,88,88
41,206,206,206,206,206,206,206,206,206,206,206,206,206,206
42,83,83,83,83,83,83,83,83,83,83,83,83,83,83
43,79,79,79,79,79,79,79,79,79,79,79,79,79,79
44,65,65,65,65,65,65,65,65,65,65,65,65,65,65
45,38,38,38,38,38,38,38,38,38,38,38,38,38,38
