1,239,239,239,239,239,239,239,239,239,239,239,239,239,239
2,96,96,96,96,96,96,96,96,96,96,96,96,96,96
3,75,75,75,75,75,75,75,75,75,75,75,75,75,75
4,110,110,110,110,110,110,110,110,110,110,110,110,110,110
5,218,218,218,218,218,218,218,218,218,218,218,218,218,218
6,104,104,104,104,104,104,104,104,104,104,104,104,104,104
7,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8,68,68,68,68,68,68,68,68,68,68,68,68,68,68
9,220,220,220,220,220,220,220,220,220,220,220,220,220,220
10,93,93,93,93,93,93,93,93,93,93,93,93,93,93
11,89,89,89,89,89,89,89,89,89,89,89,89,89,89
12,59,59,59,59,59,59,59,59,59,59,59,59,59,59
13,236,236,236,236,236,236,236,236,236,236,236,236,236,236
14,58,58,58,58,58,58,58,58,58,58,58,58,58,58
15,134,134,134,134,134,134,134,134,134,134,134,134,134,134
16,42,42,42,42,42,42,42,42,42,42,42,42,42,42
17,88,88,88,88,88,88,88,88,88,88,88,88,88,88
18,87,87,87,87,87,87,87,87,87,87,87,87,87,87
19,152,152,152,152,152,152,152,152,152,152,152,152,152,152
20,150,150,150,150,150,150,150,150,150,150,150,150,150,150
21,79,79,79,79,79,79,79,79,79,79,79,79,79,79
22,110,110,110,110,110,110,110,110,110,110,110,110,110,110
23,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24,69,69,69,69,69,69,69,69,69,69,69,69,69,69
25,119,119,119,119,119,119,119,119,119,119,119,119,119,119
26,69,69,69,69,69,69,69,69,69,69,69,69,69,69
27,88,88,88,88,88,88,88,88,88,88,88,88,88,88
28,67,67,67,67,67,67,67,67,67,67,67,67,67,67
29,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30,46,46,46,46,46,46,46,46,46,46,46,46,46,46
31,327,327,327,327,327,327,327,327,327,327,327,327,327,327
32,426,426,426,426,426,426,426,426,426,426,426,426,426,426
33,66,66,66,66,66,66,66,66,66,66,66,66,66,66
34,368,368,368,368,368,368,368,368,368,368,368,368,368,368
35,135,135,135,135,135,135,135,135,135,135,135,135,135,135
36,65,65,65,65,65,65,65,65,65,65,65,65,65,65
37,214,214,214,214,214,214,214,214,214,214,214,214,214,214
38,93,93,93,93,93,93,93,93,93,93,93,93,93,93
39,234,234,234,234,234,234,234,234,234,234,234,234,234,234
40,87,87,87,87,87,87,87,87,87,87,87,87,87,87
41,170,170,170,170,170,170,170,170,170,170,170,170,170,170
42,84,84,84,84,84,84,84,84,84,84,84,84,84,84
43,72,72,72,72,72,72,72,72,72,72,72,72,72,72
44,57,57,57,57,57,57,57,57,57,57,57,57,57,57
45,33,33,33,33,33,33,33,33,33,33,33,33,33,33
46,178,178,178,178,178,178,178,178,178,178,178,178,178,178
47,152,152,152,152,152,152,152,152,152,152,152,152,152,152
48,402,402,402,402,402,402,402,402,402,402,402,402,402,402
49,422,422,422,422,422,422,422,422,422,422,422,422,422,422
50,66,66,66,66,66,66,66,66,66,66,66,66,66,66
51,59,59,59,59,59,59,59,59,59,59,59,59,59,59
52,58,58,58,58,58,58,58,58,58,58,58,58,58,58
53,126,126,126,126,126,126,126,126,126,126,126,126,126,126
54,320,320,320,320,320,320,320,320,320,320,320,320,320,320
55,345,345,345,345,345,345,345,345,345,345,345,345,345,345
56,67,67,67,67,67,67,67,67,67,67,67,67,67,67
57,266,266,266,266,266,266,266,266,266,266,266,266,266,266
58,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641
59,173,173,173,173,173,173,173,173,173,173,173,173,173,173
60,161,161,161,161,161,161,161,161,161,161,161,161,161,161
61,88,88,88,88,88,88,88,88,88,88,88,88,88,88
62,81,81,81,81,81,81,81,81,81,81,81,81,81,81
63,215,215,215,215,215,215,215,215,215,215,215,215,215,215
64,138,138,138,138,138,138,138,138,138,138,138,138,138,138
65,342,342,342,342,342,342,342,342,342,342,342,342,342,342
66,72,72,72,72,72,72,72,72,72,72,72,72,72,72
67,60,60,60,60,60,60,60,60,60,60,60,60,60,60
68,57,57,57,57,57,57,57,57,57,57,57,57,57,57
69,102,102,102,102,102,102,102,102,102,102,102,102,102,102
70,55,55,55,55,55,55,55,55,55,55,55,55,55,55
71,152,152,152,152,152,152,152,152,152,152,152,152,152,152
72,499,499,499,499,499,499,499,499,499,499,499,499,499,499
73,97,97,97,97,97,97,97,97,97,97,97,97,97,97
74,116,116,116,116,116,116,116,116,116,116,116,116,116,116
75,80,80,80,80,80,80,80,80,80,80,80,80,80,80
76,43,43,43,43,43,43,43,43,43,43,43,43,43,43
77,120,120,120,120,120,120,120,120,120,120,120,120,120,120
78,56,56,56,56,56,56,56,56,56,56,56,56,56,56
79,148,148,148,148,148,148,148,148,148,148,148,148,148,148
80,68,68,68,68,68,68,68,68,68,68,68,68,68,68
81,108,108,108,108,108,108,108,108,108,108,108,108,108,108
82,107,107,107,107,107,107,107,107,107,107,107,107,107,107
83,128,128,128,128,128,128,128,128,128,128,128,128,128,128
84,174,174,174,174,174,174,174,174,174,174,174,174,174,174
85,73,73,73,73,73,73,73,73,73,73,73,73,73,73
86,122,122,122,122,122,122,122,122,122,122,122,122,122,122
87,122,122,122,122,122,122,122,122,122,122,122,122,122,122
88,474,474,474,474,474,474,474,474,474,474,474,474,474,474
89,47,47,47,47,47,47,47,47,47,47,47,47,47,47
90,218,218,218,218,218,218,218,218,218,218,218,218,218,218
91,90,90,90,90,90,90,90,90,90,90,90,90,90,90
92,126,126,126,126,126,126,126,126,126,126,126,126,126,126
93,163,163,163,163,163,163,163,163,163,163,163,163,163,163
94,91,91,91,91,91,91,91,91,91,91,91,91,91,91
95,98,98,98,98,98,98,98,98,98,98,98,98,98,98
96,122,122,122,122,122,122,122,122,122,122,122,122,122,122
97,182,182,182,182,182,182,182,182,182,182,182,182,182,182
98,80,80,80,80,80,80,80,80,80,80,80,80,80,80
99,56,56,56,56,56,56,56,56,56,56,56,56,56,56
100,383,383,383,383,383,383,383,383,383,383,383,383,383,383
101,128,128,128,128,128,128,128,128,128,128,128,128,128,128
102,128,128,128,128,128,128,128,128,128,128,128,128,128,128
103,67,67,67,67,67,67,67,67,67,67,67,67,67,67
104,102,102,102,102,102,102,102,102,102,102,102,102,102,102
105,87,87,87,87,87,87,87,87,87,87,87,87,87,87
106,64,64,64,64,64,64,64,64,64,64,64,64,64,64
107,71,71,71,71,71,71,71,71,71,71,71,71,71,71
108,89,89,89,89,89,89,89,89,89,89,89,89,89,89
109,107,107,107,107,107,107,107,107,107,107,107,107,107,107
110,149,149,149,149,149,149,149,149,149,149,149,149,149,149
111,71,71,71,71,71,71,71,71,71,71,71,71,71,71
112,116,116,116,116,116,116,116,116,116,116,116,116,116,116
113,146,146,146,146,146,146,146,146,146,146,146,146,146,146
114,597,597,597,597,597,597,597,597,597,597,597,597,597,597
115,450,450,450,450,450,450,450,450,450,450,450,450,450,450
116,446,446,446,446,446,446,446,446,446,446,446,446,446,446
117,133,133,133,133,133,133,133,133,133,133,133,133,133,133
118,76,76,76,76,76,76,76,76,76,76,76,76,76,76
119,45,45,45,45,45,45,45,45,45,45,45,45,45,45
120,266,266,266,266,266,266,266,266,266,266,266,266,266,266
121,54,54,54,54,54,54,54,54,54,54,54,54,54,54
122,61,61,61,61,61,61,61,61,61,61,61,61,61,61
123,108,108,108,108,108,108,108,108,108,108,108,108,108,108
124,395,395,395,395,395,395,395,395,395,395,395,395,395,395
125,42,42,42,42,42,42,42,42,42,42,42,42,42,42
126,106,106,106,106,106,106,106,106,106,106,106,106,106,106
127,54,54,54,54,54,54,54,54,54,54,54,54,54,54
128,58,58,58,58,58,58,58,58,58,58,58,58,58,58
129,188,188,188,188,188,188,188,188,188,188,188,188,188,188
130,310,310,310,310,310,310,310,310,310,310,310,310,310,310
131,58,58,58,58,58,58,58,58,58,58,58,58,58,58
132,59,59,59,59,59,59,59,59,59,59,59,59,59,59
133,97,97,97,97,97,97,97,97,97,97,97,97,97,97
134,398,398,398,398,398,398,398,398,398,398,398,398,398,398
135,164,164,164,164,164,164,164,164,164,164,164,164,164,164
136,98,98,98,98,98,98,98,98,98,98,98,98,98,98
137,85,85,85,85,85,85,85,85,85,85,85,85,85,85
138,265,265,265,265,265,265,265,265,265,265,265,265,265,265
139,62,62,62,62,62,62,62,62,62,62,62,62,62,62
140,330,330,330,330,330,330,330,330,330,330,330,330,330,330
141,45,45,45,45,45,45,45,45,45,45,45,45,45,45
142,436,436,436,436,436,436,436,436,436,436,436,436,436,436
143,123,123,123,123,123,123,123,123,123,123,123,123,123,123
144,102,102,102,102,102,102,102,102,102,102,102,102,102,102
145,67,67,67,67,67,67,67,67,67,67,67,67,67,67
146,499,499,499,499,499,499,499,499,499,499,499,499,499,499
147,125,125,125,125,125,125,125,125,125,125,125,125,125,125
148,71,71,71,71,71,71,71,71,71,71,71,71,71,71
149,171,171,171,171,171,171,171,171,171,171,171,171,171,171
150,61,61,61,61,61,61,61,61,61,61,61,61,61,61
151,85,85,85,85,85,85,85,85,85,85,85,85,85,85
152,54,54,54,54,54,54,54,54,54,54,54,54,54,54
153,64,64,64,64,64,64,64,64,64,64,64,64,64,64
154,99,99,99,99,99,99,99,99,99,99,99,99,99,99
155,126,126,126,126,126,126,126,126,126,126,126,126,126,126
156,135,135,135,135,135,135,135,135,135,135,135,135,135,135
157,94,94,94,94,94,94,94,94,94,94,94,94,94,94
158,67,67,67,67,67,67,67,67,67,67,67,67,67,67
159,57,57,57,57,57,57,57,57,57,57,57,57,57,57
160,286,286,286,286,286,286,286,286,286,286,286,286,286,286
161,115,115,115,115,115,115,115,115,115,115,115,115,115,115
162,83,83,83,83,83,83,83,83,83,83,83,83,83,83
163,84,84,84,84,84,84,84,84,84,84,84,84,84,84
164,192,192,192,192,192,192,192,192,192,192,192,192,192,192
165,109,109,109,109,109,109,109,109,109,109,109,109,109,109
166,53,53,53,53,53,53,53,53,53,53,53,53,53,53
167,149,149,149,149,149,149,149,149,149,149,149,149,149,149
168,107,107,107,107,107,107,107,107,107,107,107,107,107,107
169,95,95,95,95,95,95,95,95,95,95,95,95,95,95
170,56,56,56,56,56,56,56,56,56,56,56,56,56,56
